locus	cds_index	gene	product	length_aa
KL307_ESC_NB5901AA_AS	10	wcaG	GDP-fucose synthetase	321
KL307_ESC_NB5901AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL307_ESC_NB5901AA_AS	12	wcaI	glycosyl transferase	407
KL307_ESC_NB5901AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL307_ESC_NB5901AA_AS	14	manB	phosphomannomutase	456
KL307_ESC_NB5901AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL307_ESC_NB5901AA_AS	16	wzx	flippase	492
KL307_ESC_NB5901AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL307_ESC_NB5901AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL307_ESC_NB5901AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL307_ESC_NB5901AA_AS	20	galF	UDP-glucose pyrophosphorylase	297
KL307_ESC_NB5901AA_AS	21	?	hypothetical protein	404
KL307_ESC_NB5901AA_AS	22	?	hypothetical protein	380
KL307_ESC_NB5901AA_AS	23	?	hypothetical protein	387
KL307_ESC_NB5901AA_AS	24	legI	N,N'-diacetyllegionaminic acid synthase	357
KL307_ESC_NB5901AA_AS	25	?	hypothetical protein	211
KL307_ESC_NB5901AA_AS	26	?	hypothetical protein	352
KL307_ESC_NB5901AA_AS	27	?	hypothetical protein	320
KL307_ESC_NB5901AA_AS	28	HG292	CMP-N-acetylneuraminic acid synthetase	233
KL307_ESC_NB5901AA_AS	29	?	hypothetical protein	254
KL307_ESC_NB5901AA_AS	30	?	hypothetical protein	529
KL307_ESC_NB5901AA_AS	31	?	hypothetical protein	400
KL307_ESC_NB5901AA_AS	32	?	hypothetical protein	412
KL307_ESC_NB5901AA_AS	33	?	hypothetical protein	366
KL307_ESC_NB5901AA_AS	34	?	hypothetical protein	344
KL307_ESC_NB5901AA_AS	35	?	hypothetical protein	367
KL307_ESC_NB5901AA_AS	36	?	hypothetical protein	376
KL307_ESC_NB5901AA_AS	37	?	hypothetical protein	403
KL307_ESC_NB5901AA_AS	38	?	hypothetical protein	132
KL307_ESC_NB5901AA_AS	39	gnd	gluconate-6-phosphate dehydrogenase	468
KL307_ESC_NB5901AA_AS	40	ugd	UDP-glucose 6-dehydrogenase	84
KL308_ESC_GB2058AA_AS	0	wcaM	wcaM putative colanic acid biosynthesis protein	107
KL308_ESC_GB2058AA_AS	1	galF	UDP-glucose pyrophosphorylase	297
KL308_ESC_GB2058AA_AS	2	?	hypothetical protein	411
KL308_ESC_GB2058AA_AS	3	wcsD	hypothetical protein	201
KL308_ESC_GB2058AA_AS	4	wcsH	Putative glycosyltransferase EpsE	258
KL308_ESC_GB2058AA_AS	5	?	hypothetical protein	405
KL308_ESC_GB2058AA_AS	6	?	hypothetical protein	131
KL308_ESC_GB2058AA_AS	7	?	hypothetical protein	97
KL308_ESC_GB2058AA_AS	8	?	hypothetical protein	95
KL308_ESC_GB2058AA_AS	9	?	hypothetical protein	128
KL308_ESC_GB2058AA_AS	10	?	hypothetical protein	103
KL308_ESC_GB2058AA_AS	11	?	hypothetical protein	71
KL308_ESC_GB2058AA_AS	12	?	hypothetical protein	287
KL308_ESC_GB2058AA_AS	13	?	hypothetical protein	186
KL308_ESC_GB2058AA_AS	14	?	hypothetical protein	250
KL308_ESC_GB2058AA_AS	15	?	hypothetical protein	214
KL308_ESC_GB2058AA_AS	16	?	hypothetical protein	417
KL308_ESC_GB2058AA_AS	17	?	hypothetical protein	97
KL308_ESC_GB2058AA_AS	18	?	hypothetical protein	147
KL308_ESC_GB2058AA_AS	19	?	hypothetical protein	251
KL308_ESC_GB2058AA_AS	20	?	hypothetical protein	178
KL308_ESC_GB2058AA_AS	21	?	hypothetical protein	456
KL308_ESC_GB2058AA_AS	22	?	hypothetical protein	94
KL308_ESC_GB2058AA_AS	23	?	hypothetical protein	152
KL308_ESC_GB2058AA_AS	24	?	hypothetical protein	321
KL308_ESC_GB2058AA_AS	25	?	hypothetical protein	308
KL308_ESC_GB2058AA_AS	26	?	hypothetical protein	359
KL308_ESC_GB2058AA_AS	27	?	hypothetical protein	247
KL308_ESC_GB2058AA_AS	28	?	hypothetical protein	180
KL308_ESC_GB2058AA_AS	29	?	hypothetical protein	109
KL308_ESC_GB2058AA_AS	30	?	hypothetical protein	352
KL308_ESC_GB2058AA_AS	31	?	hypothetical protein	157
KL308_ESC_GB2058AA_AS	32	?	hypothetical protein	388
KL308_ESC_GB2058AA_AS	33	?	hypothetical protein	475
KL308_ESC_GB2058AA_AS	34	?	hypothetical protein	75
KL308_ESC_GB2058AA_AS	35	?	hypothetical protein	352
KL308_ESC_GB2058AA_AS	36	?	hypothetical protein	452
KL308_ESC_GB2058AA_AS	37	?	hypothetical protein	316
KL308_ESC_GB2058AA_AS	38	?	hypothetical protein	274
KL308_ESC_GB2058AA_AS	39	?	hypothetical protein	84
KL308_ESC_GB2058AA_AS	40	?	hypothetical protein	83
KL308_ESC_GB2058AA_AS	41	?	hypothetical protein	299
KL308_ESC_GB2058AA_AS	42	?	hypothetical protein	434
KL308_ESC_GB2058AA_AS	43	?	hypothetical protein	356
KL308_ESC_GB2058AA_AS	44	?	hypothetical protein	355
KL308_ESC_GB2058AA_AS	45	?	hypothetical protein	196
KL308_ESC_GB2058AA_AS	46	?	hypothetical protein	245
KL308_ESC_GB2058AA_AS	47	?	hypothetical protein	258
KL308_ESC_GB2058AA_AS	48	?	hypothetical protein	203
KL308_ESC_GB2058AA_AS	49	?	hypothetical protein	325
KL308_ESC_GB2058AA_AS	50	ugd	UDP-glucose 6-dehydrogenase	388
KL308_ESC_GB2058AA_AS	51	gnd	gluconate-6-phosphate dehydrogenase	468
KL308_ESC_GB2058AA_AS	52	?	hypothetical protein	100
KL309_ESC_IC0567AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	84
KL309_ESC_IC0567AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL309_ESC_IC0567AA_AS	2	?	hypothetical protein	394
KL309_ESC_IC0567AA_AS	3	?	hypothetical protein	400
KL309_ESC_IC0567AA_AS	4	?	hypothetical protein	382
KL309_ESC_IC0567AA_AS	5	?	hypothetical protein	495
KL309_ESC_IC0567AA_AS	6	?	hypothetical protein	477
KL309_ESC_IC0567AA_AS	7	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	452
KL309_ESC_IC0567AA_AS	8	?	hypothetical protein	352
KL309_ESC_IC0567AA_AS	9	?	hypothetical protein	253
KL309_ESC_IC0567AA_AS	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL309_ESC_IC0567AA_AS	11	?	hypothetical protein	339
KL309_ESC_IC0567AA_AS	12	?	hypothetical protein	370
KL309_ESC_IC0567AA_AS	13	?	hypothetical protein	361
KL309_ESC_IC0567AA_AS	14	?	hypothetical protein	267
KL309_ESC_IC0567AA_AS	15	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL309_ESC_IC0567AA_AS	16	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL309_ESC_IC0567AA_AS	17	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL309_ESC_IC0567AA_AS	18	galF	UDP-glucose pyrophosphorylase	297
KL309_ESC_IC0567AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL309_ESC_IC0567AA_AS	20	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL309_ESC_IC0567AA_AS	21	wcuA	colanic acid biosynthesis protein	426
KL309_ESC_IC0567AA_AS	22	wzx	flippase	492
KL309_ESC_IC0567AA_AS	23	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL309_ESC_IC0567AA_AS	24	manB	phosphomannomutase	456
KL309_ESC_IC0567AA_AS	25	manC_2	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL309_ESC_IC0567AA_AS	26	wcaI	glycosyl transferase	407
KL309_ESC_IC0567AA_AS	27	gmm	GDP-mannose mannosyl hydrolase	160
KL309_ESC_IC0567AA_AS	28	wcaG	GDP-fucose synthetase	321
KL309_ESC_IC0567AA_AS	29	gmd	GDP-D-mannose dehydratase	373
KL309_ESC_IC0567AA_AS	30	wcqU	Putative acetyltransferase	182
KL309_ESC_IC0567AA_AS	31	?	hypothetical protein	248
KL309_ESC_IC0567AA_AS	32	?	hypothetical protein	405
KL309_ESC_IC0567AA_AS	33	?	hypothetical protein	405
KL309_ESC_IC0567AA_AS	34	cysE	Serine acetyltransferase	162
KL309_ESC_IC0567AA_AS	35	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL309_ESC_IC0567AA_AS	36	wzc	tyrosine-protein kinase	720
KL309_ESC_IC0567AA_AS	37	wzb	protein tyrosine phosphatase	147
KL309_ESC_IC0567AA_AS	38	wza	putative capsule polysaccharide export protein	374
KL310_ESC_GB3622AA_AS	0	wza	putative capsule polysaccharide export protein	374
KL310_ESC_GB3622AA_AS	1	wzb	protein tyrosine phosphatase	147
KL310_ESC_GB3622AA_AS	2	wzc	tyrosine-protein kinase	720
KL310_ESC_GB3622AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL310_ESC_GB3622AA_AS	4	cysE	Serine acetyltransferase	162
KL310_ESC_GB3622AA_AS	5	?	hypothetical protein	405
KL310_ESC_GB3622AA_AS	6	?	hypothetical protein	405
KL310_ESC_GB3622AA_AS	7	?	hypothetical protein	248
KL310_ESC_GB3622AA_AS	8	wcqU	Putative acetyltransferase	182
KL310_ESC_GB3622AA_AS	9	gmd	GDP-D-mannose dehydratase	373
KL310_ESC_GB3622AA_AS	10	wcaG	GDP-fucose synthetase	321
KL310_ESC_GB3622AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL310_ESC_GB3622AA_AS	12	wcaI	glycosyl transferase	407
KL310_ESC_GB3622AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL310_ESC_GB3622AA_AS	14	manB	phosphomannomutase	456
KL310_ESC_GB3622AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL310_ESC_GB3622AA_AS	16	wzx	flippase	492
KL310_ESC_GB3622AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL310_ESC_GB3622AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL310_ESC_GB3622AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL310_ESC_GB3622AA_AS	20	?	hypothetical protein	331
KL310_ESC_GB3622AA_AS	21	galF	UDP-glucose pyrophosphorylase	297
KL310_ESC_GB3622AA_AS	22	wfgD	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD	259
KL310_ESC_GB3622AA_AS	23	wcsD	hypothetical protein	206
KL310_ESC_GB3622AA_AS	24	HG293	acetylneuraminic acid synthetase	345
KL310_ESC_GB3622AA_AS	25	neuA	N-acylneuraminate cytidylyltransferase	419
KL310_ESC_GB3622AA_AS	26	?	hypothetical protein	395
KL310_ESC_GB3622AA_AS	27	?	hypothetical protein	43
KL310_ESC_GB3622AA_AS	28	?	hypothetical protein	335
KL310_ESC_GB3622AA_AS	29	?	hypothetical protein	350
KL310_ESC_GB3622AA_AS	30	?	hypothetical protein	336
KL310_ESC_GB3622AA_AS	31	?	hypothetical protein	139
KL310_ESC_GB3622AA_AS	32	?	hypothetical protein	113
KL310_ESC_GB3622AA_AS	33	?	hypothetical protein	94
KL310_ESC_GB3622AA_AS	34	?	hypothetical protein	93
KL310_ESC_GB3622AA_AS	35	?	hypothetical protein	84
KL310_ESC_GB3622AA_AS	36	wckR	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)- diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	356
KL310_ESC_GB3622AA_AS	37	gnd	gluconate-6-phosphate dehydrogenase	468
KL310_ESC_GB3622AA_AS	38	ugd	UDP-glucose 6-dehydrogenase	84
KL311_ESC_FC6782AA_AS	0	wza	putative capsule polysaccharide export protein	374
KL311_ESC_FC6782AA_AS	1	wzb	protein tyrosine phosphatase	147
KL311_ESC_FC6782AA_AS	2	wzc	tyrosine-protein kinase	720
KL311_ESC_FC6782AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL311_ESC_FC6782AA_AS	4	cysE	Serine acetyltransferase	162
KL311_ESC_FC6782AA_AS	5	?	hypothetical protein	405
KL311_ESC_FC6782AA_AS	6	?	hypothetical protein	405
KL311_ESC_FC6782AA_AS	7	?	hypothetical protein	248
KL311_ESC_FC6782AA_AS	8	wcqU	Putative acetyltransferase	174
KL311_ESC_FC6782AA_AS	9	gmd	GDP-D-mannose dehydratase	373
KL311_ESC_FC6782AA_AS	10	wcaG	GDP-fucose synthetase	321
KL311_ESC_FC6782AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL311_ESC_FC6782AA_AS	12	wcaI	glycosyl transferase	407
KL311_ESC_FC6782AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL311_ESC_FC6782AA_AS	14	manB	phosphomannomutase	456
KL311_ESC_FC6782AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL311_ESC_FC6782AA_AS	16	wzx	flippase	492
KL311_ESC_FC6782AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL311_ESC_FC6782AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL311_ESC_FC6782AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL311_ESC_FC6782AA_AS	20	galF	UDP-glucose pyrophosphorylase	297
KL311_ESC_FC6782AA_AS	21	?	hypothetical protein	87
KL311_ESC_FC6782AA_AS	22	rmlB	dTDP-glucose 4,6-dehydratase 2	357
KL311_ESC_FC6782AA_AS	23	rmlA	Glucose-1-phosphate thymidylyltransferase 2	289
KL311_ESC_FC6782AA_AS	24	wzx_2	flippase	481
KL311_ESC_FC6782AA_AS	25	?	hypothetical protein	370
KL311_ESC_FC6782AA_AS	26	?	hypothetical protein	235
KL311_ESC_FC6782AA_AS	27	?	hypothetical protein	324
KL311_ESC_FC6782AA_AS	28	?	hypothetical protein	188
KL311_ESC_FC6782AA_AS	29	?	hypothetical protein	133
KL311_ESC_FC6782AA_AS	30	?	hypothetical protein	341
KL311_ESC_FC6782AA_AS	31	?	hypothetical protein	395
KL311_ESC_FC6782AA_AS	32	?	hypothetical protein	373
KL311_ESC_FC6782AA_AS	33	?	hypothetical protein	256
KL311_ESC_FC6782AA_AS	34	?	hypothetical protein	75
KL311_ESC_FC6782AA_AS	35	?	hypothetical protein	289
KL311_ESC_FC6782AA_AS	36	?	hypothetical protein	384
KL311_ESC_FC6782AA_AS	37	?	hypothetical protein	397
KL311_ESC_FC6782AA_AS	38	?	hypothetical protein	165
KL311_ESC_FC6782AA_AS	39	gnd	gluconate-6-phosphate dehydrogenase	468
KL311_ESC_FC6782AA_AS	40	ugd	UDP-glucose 6-dehydrogenase	84
KL312_ESC_NB5415AA_AS	0	?	hypothetical protein	107
KL312_ESC_NB5415AA_AS	1	galF	UDP-glucose pyrophosphorylase	297
KL312_ESC_NB5415AA_AS	2	wcpI	Maltose O-acetyltransferase	200
KL312_ESC_NB5415AA_AS	3	?	hypothetical protein	406
KL312_ESC_NB5415AA_AS	4	?	hypothetical protein	395
KL312_ESC_NB5415AA_AS	5	?	hypothetical protein	245
KL312_ESC_NB5415AA_AS	6	?	hypothetical protein	294
KL312_ESC_NB5415AA_AS	7	gtf1	Glycosyltransferase Gtf1	378
KL312_ESC_NB5415AA_AS	8	vatD	Streptogramin A acetyltransferase	183
KL312_ESC_NB5415AA_AS	9	gmd	GDP-D-mannose dehydratase	372
KL312_ESC_NB5415AA_AS	10	wcaG	GDP-fucose synthetase	321
KL312_ESC_NB5415AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	153
KL312_ESC_NB5415AA_AS	12	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL312_ESC_NB5415AA_AS	13	wctH	hypothetical protein	248
KL312_ESC_NB5415AA_AS	14	?	hypothetical protein	474
KL312_ESC_NB5415AA_AS	15	?	hypothetical protein	82
KL312_ESC_NB5415AA_AS	16	?	hypothetical protein	212
KL312_ESC_NB5415AA_AS	17	?	hypothetical protein	407
KL312_ESC_NB5415AA_AS	18	?	hypothetical protein	146
KL312_ESC_NB5415AA_AS	19	?	hypothetical protein	80
KL312_ESC_NB5415AA_AS	20	?	hypothetical protein	122
KL312_ESC_NB5415AA_AS	21	?	hypothetical protein	91
KL312_ESC_NB5415AA_AS	22	?	hypothetical protein	145
KL312_ESC_NB5415AA_AS	23	?	hypothetical protein	158
KL312_ESC_NB5415AA_AS	24	?	hypothetical protein	107
KL312_ESC_NB5415AA_AS	25	?	hypothetical protein	207
KL312_ESC_NB5415AA_AS	26	?	hypothetical protein	193
KL312_ESC_NB5415AA_AS	27	?	hypothetical protein	59
KL312_ESC_NB5415AA_AS	28	?	hypothetical protein	63
KL312_ESC_NB5415AA_AS	29	?	hypothetical protein	298
KL312_ESC_NB5415AA_AS	30	?	hypothetical protein	474
KL312_ESC_NB5415AA_AS	31	?	hypothetical protein	75
KL312_ESC_NB5415AA_AS	32	?	hypothetical protein	352
KL312_ESC_NB5415AA_AS	33	?	hypothetical protein	452
KL312_ESC_NB5415AA_AS	34	?	hypothetical protein	309
KL312_ESC_NB5415AA_AS	35	?	hypothetical protein	274
KL312_ESC_NB5415AA_AS	36	?	hypothetical protein	84
KL312_ESC_NB5415AA_AS	37	?	hypothetical protein	83
KL312_ESC_NB5415AA_AS	38	?	hypothetical protein	299
KL312_ESC_NB5415AA_AS	39	?	hypothetical protein	434
KL312_ESC_NB5415AA_AS	40	?	hypothetical protein	356
KL312_ESC_NB5415AA_AS	41	?	hypothetical protein	355
KL312_ESC_NB5415AA_AS	42	?	hypothetical protein	196
KL312_ESC_NB5415AA_AS	43	?	hypothetical protein	245
KL312_ESC_NB5415AA_AS	44	?	hypothetical protein	258
KL312_ESC_NB5415AA_AS	45	?	hypothetical protein	203
KL312_ESC_NB5415AA_AS	46	?	hypothetical protein	326
KL312_ESC_NB5415AA_AS	47	ugd	UDP-glucose 6-dehydrogenase	388
KL312_ESC_NB5415AA_AS	48	gnd	gluconate-6-phosphate dehydrogenase	468
KL313_ESC_JB1165AA_AS	0	wza	putative capsule polysaccharide export protein	379
KL313_ESC_JB1165AA_AS	1	wzb	protein tyrosine phosphatase	147
KL313_ESC_JB1165AA_AS	2	wzc	tyrosine-protein kinase	720
KL313_ESC_JB1165AA_AS	3	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL313_ESC_JB1165AA_AS	4	cysE	Serine acetyltransferase	162
KL313_ESC_JB1165AA_AS	5	?	hypothetical protein	405
KL313_ESC_JB1165AA_AS	6	?	hypothetical protein	405
KL313_ESC_JB1165AA_AS	7	?	hypothetical protein	248
KL313_ESC_JB1165AA_AS	8	wcqU	Putative acetyltransferase	182
KL313_ESC_JB1165AA_AS	9	gmd	GDP-D-mannose dehydratase	373
KL313_ESC_JB1165AA_AS	10	wcaG	GDP-fucose synthetase	321
KL313_ESC_JB1165AA_AS	11	gmm	GDP-mannose mannosyl hydrolase	160
KL313_ESC_JB1165AA_AS	12	wcaI	glycosyl transferase	407
KL313_ESC_JB1165AA_AS	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL313_ESC_JB1165AA_AS	14	manB	phosphomannomutase	456
KL313_ESC_JB1165AA_AS	15	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL313_ESC_JB1165AA_AS	16	wzx	flippase	492
KL313_ESC_JB1165AA_AS	17	wcuA	colanic acid biosynthesis protein	426
KL313_ESC_JB1165AA_AS	18	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL313_ESC_JB1165AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL313_ESC_JB1165AA_AS	20	galF	UDP-glucose pyrophosphorylase	297
KL313_ESC_JB1165AA_AS	21	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL313_ESC_JB1165AA_AS	22	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL313_ESC_JB1165AA_AS	23	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL313_ESC_JB1165AA_AS	24	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL313_ESC_JB1165AA_AS	25	wctL	polysaccharide biosynthesis protein	357
KL313_ESC_JB1165AA_AS	26	wcpI	Maltose O-acetyltransferase	243
KL313_ESC_JB1165AA_AS	27	?	hypothetical protein	495
KL313_ESC_JB1165AA_AS	28	?	hypothetical protein	90
KL313_ESC_JB1165AA_AS	29	?	hypothetical protein	131
KL313_ESC_JB1165AA_AS	30	?	hypothetical protein	355
KL313_ESC_JB1165AA_AS	31	wckV	glycosyl transferase	308
KL313_ESC_JB1165AA_AS	32	wcqZ	acetyltransferase	186
KL313_ESC_JB1165AA_AS	33	?	hypothetical protein	397
KL313_ESC_JB1165AA_AS	34	?	hypothetical protein	371
KL313_ESC_JB1165AA_AS	35	manC_2	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL313_ESC_JB1165AA_AS	36	?	hypothetical protein	471
KL313_ESC_JB1165AA_AS	37	gnd	gluconate-6-phosphate dehydrogenase	468
KL313_ESC_JB1165AA_AS	38	ugd	UDP-glucose 6-dehydrogenase	84
KL314_ESC_BA3213AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	83
KL314_ESC_BA3213AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL314_ESC_BA3213AA_AS	2	?	hypothetical protein	135
KL314_ESC_BA3213AA_AS	3	?	hypothetical protein	402
KL314_ESC_BA3213AA_AS	4	?	hypothetical protein	376
KL314_ESC_BA3213AA_AS	5	?	hypothetical protein	368
KL314_ESC_BA3213AA_AS	6	?	hypothetical protein	344
KL314_ESC_BA3213AA_AS	7	?	hypothetical protein	367
KL314_ESC_BA3213AA_AS	8	wcqZ	acetyltransferase	98
KL314_ESC_BA3213AA_AS	9	wzy	O-antigen and lipid-linked capsular repeat unit polymerase	405
KL314_ESC_BA3213AA_AS	10	?	hypothetical protein	382
KL314_ESC_BA3213AA_AS	11	wckZ	Glycosyl transferase family 2	321
KL314_ESC_BA3213AA_AS	12	wzx	flippase	419
KL314_ESC_BA3213AA_AS	13	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL314_ESC_BA3213AA_AS	14	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL314_ESC_BA3213AA_AS	15	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL314_ESC_BA3213AA_AS	16	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL314_ESC_BA3213AA_AS	17	galF	UDP-glucose pyrophosphorylase	297
KL314_ESC_BA3213AA_AS	18	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL314_ESC_BA3213AA_AS	19	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL314_ESC_BA3213AA_AS	20	wcuA	colanic acid biosynthesis protein	426
KL314_ESC_BA3213AA_AS	21	wzx_2	flippase	492
KL314_ESC_BA3213AA_AS	22	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL314_ESC_BA3213AA_AS	23	manB	phosphomannomutase	467
KL314_ESC_BA3213AA_AS	24	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL314_ESC_BA3213AA_AS	25	wcaI	glycosyl transferase	407
KL314_ESC_BA3213AA_AS	26	gmm	GDP-mannose mannosyl hydrolase	160
KL314_ESC_BA3213AA_AS	27	wcaG	GDP-fucose synthetase	321
KL314_ESC_BA3213AA_AS	28	gmd	GDP-D-mannose dehydratase	373
KL314_ESC_BA3213AA_AS	29	wcqU	Putative acetyltransferase	182
KL314_ESC_BA3213AA_AS	30	?	hypothetical protein	248
KL314_ESC_BA3213AA_AS	31	?	hypothetical protein	406
KL314_ESC_BA3213AA_AS	32	?	hypothetical protein	405
KL314_ESC_BA3213AA_AS	33	cysE	Serine acetyltransferase	162
KL314_ESC_BA3213AA_AS	34	wcaN	D-inositol 3-phosphate glycosyltransferase	279
KL314_ESC_BA3213AA_AS	35	wzc	tyrosine-protein kinase	720
KL314_ESC_BA3213AA_AS	36	wzb	protein tyrosine phosphatase	147
KL314_ESC_BA3213AA_AS	37	wza	putative capsule polysaccharide export protein	379
KL315_ESC_HC1275AA_AS	0	ugd	UDP-glucose 6-dehydrogenase	85
KL315_ESC_HC1275AA_AS	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL315_ESC_HC1275AA_AS	2	?	hypothetical protein	474
KL315_ESC_HC1275AA_AS	3	wctH	hypothetical protein	248
KL315_ESC_HC1275AA_AS	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL315_ESC_HC1275AA_AS	5	gmm	GDP-mannose mannosyl hydrolase	153
KL315_ESC_HC1275AA_AS	6	wcaG	GDP-fucose synthetase	321
KL315_ESC_HC1275AA_AS	7	gmd	GDP-D-mannose dehydratase	377
KL315_ESC_HC1275AA_AS	8	wcuI	glycosyl transferase	341
KL315_ESC_HC1275AA_AS	9	?	hypothetical protein	130
KL315_ESC_HC1275AA_AS	10	?	hypothetical protein	181
KL315_ESC_HC1275AA_AS	11	?	hypothetical protein	269
KL315_ESC_HC1275AA_AS	12	?	hypothetical protein	236
KL315_ESC_HC1275AA_AS	13	wzx	flippase	414
KL315_ESC_HC1275AA_AS	14	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL315_ESC_HC1275AA_AS	15	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL315_ESC_HC1275AA_AS	16	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL315_ESC_HC1275AA_AS	17	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL315_ESC_HC1275AA_AS	18	galF	UDP-glucose pyrophosphorylase	297
KL315_ESC_HC1275AA_AS	19	wcaM	wcaM putative colanic acid biosynthesis protein	464
KL315_ESC_HC1275AA_AS	20	wbaZ	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	406
KL315_ESC_HC1275AA_AS	21	wcuA	colanic acid biosynthesis protein	426
KL315_ESC_HC1275AA_AS	22	wzx_2	flippase	492
KL315_ESC_HC1275AA_AS	23	wcaJ	UDP-phosphate galactose phosphotransferase	464
KL315_ESC_HC1275AA_AS	24	manB	phosphomannomutase	456
KL315_ESC_HC1275AA_AS	25	manC_2	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL315_ESC_HC1275AA_AS	26	wcaI	glycosyl transferase	407
KL315_ESC_HC1275AA_AS	27	gmm_2	GDP-mannose mannosyl hydrolase	160
KL315_ESC_HC1275AA_AS	28	wcaG_2	GDP-fucose synthetase	321
KL315_ESC_HC1275AA_AS	29	gmd_2	GDP-D-mannose dehydratase	373
KL315_ESC_HC1275AA_AS	30	wcqU	Putative acetyltransferase	182
KL315_ESC_HC1275AA_AS	31	?	hypothetical protein	248
KL315_ESC_HC1275AA_AS	32	?	hypothetical protein	405
KL315_ESC_HC1275AA_AS	33	?	hypothetical protein	405
KL315_ESC_HC1275AA_AS	34	cysE	Serine acetyltransferase	162
